"Nom_de_la_commune","#Code_commune_INSEE","Code_postal","Ligne_5"
"BEAUPUY","47024","47200",
"BEAUVILLE","47025","47470",
"BEAUZIAC","47026","47700",
"BIAS","47027","47300",
"BIRAC SUR TREC","47028","47200",
"BLANQUEFORT SUR BRIOLANCE","47029","47500",
"BLAYMONT","47030","47470",
"BOE","47031","47550",
"BON ENCONTRE","47032","47240",
"BOUDY DE BEAUREGARD","47033","47290",
"BOUGLON","47034","47250",
"BOURGOUGNAGUE","47035","47410",
"BOURLENS","47036","47370",
"BOURNEL","47037","47210",
"BOURRAN","47038","47320",
"BOUSSES","47039","47420",
"BRAX","47040","47310",
"BRUCH","47041","47130",
"BRUGNAC","47042","47260",
"BUZET SUR BAISE","47043","47160",
"CAHUZAC","47044","47330",
"CALIGNAC","47045","47600",
"CALONGES","47046","47430",
"CAMBES","47047","47350",
"CANCON","47048","47290",
"CASSENEUIL","47049","47440",
"CASSIGNAS","47050","47340",
"CASTELCULIER","47051","47240",
"CASTELJALOUX","47052","47700",
"CASTELLA","47053","47340",
"CASTELMORON SUR LOT","47054","47260",
"CASTELNAUD DE GRATECAMBE","47055","47290",
"CASTELNAU SUR GUPIE","47056","47180",
"CASTILLONNES","47057","47330",
"CAUBEYRES","47058","47160",
"CAUBON ST SAUVEUR","47059","47120",
"CAUDECOSTE","47060","47220",
"CAUMONT SUR GARONNE","47061","47430",
"CAUZAC","47062","47470",
"CAVARC","47063","47330",
"CAZIDEROQUE","47064","47370",
"CLAIRAC","47065","47320",
"CLERMONT DESSOUS","47066","47130",
"CLERMONT SOUBIRAN","47067","47270",
"COCUMONT","47068","47250",
"COLAYRAC ST CIRQ","47069","47450",
"CONDEZAYGUES","47070","47500",
"COULX","47071","47260",
"COURBIAC","47072","47370",
"COURS","47073","47360",
"COUTHURES SUR GARONNE","47074","47180",
"LA CROIX BLANCHE","47075","47340",
"CUQ","47076","47220",
"CUZORN","47077","47500",
"DAMAZAN","47078","47160",
"DAUSSE","47079","47140",
"DEVILLAC","47080","47210",
"DOLMAYRAC","47081","47110",
"DONDAS","47082","47470",
"DOUDRAC","47083","47210",
"DOUZAINS","47084","47330",
"DURANCE","47085","47420",
"DURAS","47086","47120",
"ENGAYRAC","47087","47470",
"ESCASSEFORT","47088","47350",
"ESCLOTTES","47089","47120",
"ESPIENS","47090","47600",
"ESTILLAC","47091","47310",
"FALS","47092","47220",
"FARGUES SUR OURBISE","47093","47700",
"FAUGUEROLLES","47094","47400",
"FAUILLET","47095","47400",
"FERRENSAC","47096","47330",
"FEUGAROLLES","47097","47230",
"FIEUX","47098","47600",
"FONGRAVE","47099","47260",
"FOULAYRONNES","47100","47510",
"FOURQUES SUR GARONNE","47101","47200",
"FRANCESCAS","47102","47600",
"FRECHOU","47103","47600",
"FREGIMONT","47104","47360",
"FRESPECH","47105","47140",
"FUMEL","47106","47500",
"GALAPIAN","47107","47190",
"GAUJAC","47108","47200",
"GAVAUDUN","47109","47150",
"GONTAUD DE NOGARET","47110","47400",
"GRANGES SUR LOT","47111","47260",
"GRATELOUP ST GAYRAND","47112","47400",
"GRATELOUP ST GAYRAND","47112","47400","ST GAYRAND"
"GRAYSSAS","47113","47270",
"GREZET CAVAGNAN","47114","47250",
"GUERIN","47115","47250",
"HAUTEFAGE LA TOUR","47117","47340",
"HAUTESVIGNES","47118","47400",
"HOUEILLES","47119","47420",
"JUSIX","47120","47180",
"LABASTIDE CASTEL AMOUROUX","47121","47250",
"LABRETONIE","47122","47350",
"LACAPELLE BIRON","47123","47150",
"LACAUSSADE","47124","47150",
"LACEPEDE","47125","47360",
"LACHAPELLE","47126","47350",
"LAFITTE SUR LOT","47127","47320",
"LAFOX","47128","47240",
"LAGARRIGUE","47129","47190",
"LAGRUERE","47130","47400",
"LAGUPIE","47131","47180",
"LALANDUSSE","47132","47330",
"LAMONTJOIE","47133","47310",
"LANNES","47134","47170",
"LANNES","47134","47170","VILLENEUVE DE MEZIN"
"LAPARADE","47135","47260",
"LAPERCHE","47136","47800",
"LAPLUME","47137","47310",
"LAROQUE TIMBAUT","47138","47340",
"LASSERRE","47139","47600",
"LAUGNAC","47140","47360",
"LAUSSOU","47141","47150",
"LAUZUN","47142","47410",
"LAVARDAC","47143","47230",
"LAVERGNE","47144","47800",
"LAYRAC","47145","47390",
"LEDAT","47146","47300",
"LEVIGNAC DE GUYENNE","47147","47120",
"LEYRITZ MONCASSIN","47148","47700",
"LONGUEVILLE","47150","47200",
"LOUBES BERNAC","47151","47120",
"LOUGRATTE","47152","47290",
"LUSIGNAN PETIT","47154","47360",
"MADAILLAN","47155","47360",
"MARCELLUS","47156","47200",
"MARMANDE","47157","47200",
"MARMONT PACHAS","47158","47220",
"LE MAS D AGENAIS","47159","47430",
"MASQUIERES","47160","47370",
"MASSELS","47161","47140",
"MASSOULES","47162","47140",
"MAUVEZIN SUR GUPIE","47163","47200",
"MAZIERES NARESSE","47164","47210",
"MEILHAN SUR GARONNE","47165","47180",
"MEZIN","47167","47170",
"MIRAMONT DE GUYENNE","47168","47800",
"MOIRAX","47169","47310",
"MONBAHUS","47170","47290",
"MONBALEN","47171","47340",
"MONCAUT","47172","47310",
"MONCLAR","47173","47380",
"MONCRABEAU","47174","47600",
"MONFLANQUIN","47175","47150",
"MONTGAILLARD EN ALBRET","47176","47230",
"MONHEURT","47177","47160",
"MONSEGUR","47178","47150",
"MONSEMPRON LIBOS","47179","47500",
"MONTAGNAC SUR AUVIGNON","47180","47600",
"MONTAGNAC SUR LEDE","47181","47150",
"MONTASTRUC","47182","47380",
"MONTAURIOL","47183","47330",
"MONTAUT","47184","47210",
"MONTAYRAL","47185","47500",
"MONTESQUIEU","47186","47130",
"MONTETON","47187","47120",
"MONTIGNAC DE LAUZUN","47188","47800",
"MONTIGNAC TOUPINERIE","47189","47350",
"MONTPEZAT","47190","47360",
"MONTPOUILLAN","47191","47200",
"MONVIEL","47192","47290",
"MOULINET","47193","47290",
"MOUSTIER","47194","47800",
"NERAC","47195","47600",
"NICOLE","47196","47190",
"NOMDIEU","47197","47600",
"PAILLOLES","47198","47440",
"PARDAILLAN","47199","47120",
"PARRANQUET","47200","47210",
"LE PASSAGE","47201","47520",
"PAULHIAC","47202","47150",
"PENNE D AGENAIS","47203","47140",
"PEYRIERE","47204","47350",
"PINDERES","47205","47700",
"PINEL HAUTERIVE","47206","47380",
"PINEL HAUTERIVE","47206","47380","ST PIERRE DE CAUBEL"
"POMPIEY","47207","47230",
"POMPOGNE","47208","47420",
"PONT DU CASSE","47209","47480",
"PORT STE MARIE","47210","47130",
"POUDENAS","47211","47170",
"POUSSIGNAC","47212","47700",
"PRAYSSAS","47213","47360",
"PUCH D AGENAIS","47214","47160",
"PUJOLS","47215","47300",
"PUYMICLAN","47216","47350",
"PUYMIROL","47217","47270",
"PUYSSERAMPION","47218","47800",
"RAYET","47219","47210",
"RAZIMET","47220","47160",
"REAUP LISSE","47221","47170",
"REAUP LISSE","47221","47170","LISSE"
"LA REUNION","47222","47700",
"RIVES","47223","47210",
"ROMESTAING","47224","47250",
"ROQUEFORT","47225","47310",
"ROUMAGNE","47226","47800",
"RUFFIAC","47227","47700",
"ST ANTOINE DE FICALBA","47228","47340",
"ST ASTIER","47229","47120",
"ST AUBIN","47230","47150",
"ST AVIT","47231","47350",
"ST BARTHELEMY D AGENAIS","47232","47350",
"STE BAZEILLE","47233","47180",
"ST CAPRAIS DE LERM","47234","47270",
"ST COLOMB DE LAUZUN","47235","47410",
"STE COLOMBE DE DURAS","47236","47120",
"STE COLOMBE DE VILLENEUVE","47237","47300",
"STE COLOMBE EN BRUILHOIS","47238","47310",
"ST ETIENNE DE FOUGERES","47239","47380",
"ST ETIENNE DE VILLEREAL","47240","47210",
"ST EUTROPE DE BORN","47241","47210",
"ST FRONT SUR LEMANCE","47242","47500",
"STE GEMME MARTAILLAC","47244","47250",
"ST GERAUD","47245","47120",
"ST HILAIRE DE LUSIGNAN","47246","47450",
"ST JEAN DE DURAS","47247","47120",
"ST JEAN DE THURAC","47248","47270",
"ST LAURENT","47249","47130",
"ST LEGER","47250","47160",
"ST LEON","47251","47160",
"STE LIVRADE SUR LOT","47252","47110",
"STE MARTHE","47253","47430",
"ST MARTIN CURTON","47254","47700",
"ST MARTIN DE BEAUVILLE","47255","47270",
"ST MARTIN DE VILLEREAL","47256","47210",
"ST MARTIN PETIT","47257","47180",
"STE MAURE DE PEYRIAC","47258","47170",
"ST MAURICE DE LESTAPEL","47259","47290",
"ST MAURIN","47260","47270",
"ST NICOLAS DE LA BALERME","47262","47220",
"ST PARDOUX DU BREUIL","47263","47200",
"ST PARDOUX ISAAC","47264","47800",
"ST PASTOUR","47265","47290",
"ST PE ST SIMON","47266","47170",
"ST PIERRE DE BUZET","47267","47160",
"ST PIERRE DE CLAIRAC","47269","47270",
"ST PIERRE SUR DROPT","47271","47120",
"ST QUENTIN DU DROPT","47272","47330",
"ST ROBERT","47273","47340",
"ST ROMAIN LE NOBLE","47274","47270",
"ST SALVY","47275","47360",
"ST SARDOS","47276","47360",
"ST SAUVEUR DE MEILHAN","47277","47180",
"ST SERNIN","47278","47120",
"ST SIXTE","47279","47220",
"ST SYLVESTRE SUR LOT","47280","47140",
"ST URCISSE","47281","47270",
"ST VINCENT DE LAMONTJOIE","47282","47310",
"ST VITE","47283","47500",
"SALLES","47284","47150",
"SAMAZAN","47285","47250",
"SAUMEJAN","47286","47420",
"SAUMONT","47287","47600",
"SAUVAGNAS","47288","47340",
"LA SAUVETAT DE SAVERES","47289","47270",
"LA SAUVETAT DU DROPT","47290","47800",
"LA SAUVETAT SUR LEDE","47291","47150",
"SAUVETERRE LA LEMANCE","47292","47500",
"SAUVETERRE ST DENIS","47293","47220",
"SAVIGNAC DE DURAS","47294","47120",
"SAVIGNAC SUR LEYZE","47295","47150",
"SEGALAS","47296","47410",
"SEMBAS","47297","47360",
"SENESTIS","47298","47430",
"SERIGNAC PEBOUDOU","47299","47410",
"SERIGNAC SUR GARONNE","47300","47310",
"SEYCHES","47301","47350",
"SOS","47302","47170",
"SOS","47302","47170","GUEYZE"
"SOS","47302","47170","MEYLAN"
"SOUMENSAC","47303","47120",
"TAILLEBOURG","47304","47200",
"TAYRAC","47305","47270",
"LE TEMPLE SUR LOT","47306","47110",
"THEZAC","47307","47370",
"THOUARS SUR GARONNE","47308","47230",
"TOMBEBOEUF","47309","47380",
"TONNEINS","47310","47400",
"TOURLIAC","47311","47210",
"TOURNON D AGENAIS","47312","47370",
"TOURTRES","47313","47380",
"TREMONS","47314","47140",
"TRENTELS","47315","47140",
"VARES","47316","47400",
"VERTEUIL D AGENAIS","47317","47260",
"VIANNE","47318","47230",
"VILLEBRAMAR","47319","47380",
"VILLEFRANCHE DU QUEYRAN","47320","47160",
"VILLENEUVE DE DURAS","47321","47120",
"VILLENEUVE SUR LOT","47323","47300",
"VILLEREAL","47324","47210",
"VILLETON","47325","47400",
"VIRAZEIL","47326","47200",
"XAINTRAILLES","47327","47230",
"ST GEORGES","47328","47370",
"ALBARET LE COMTAL","48001","48310",
"ALBARET STE MARIE","48002","48200",
"ALBARET STE MARIE","48002","48200","LA GARDE"
"ALLENC","48003","48190",
"ALTIER","48004","48800",
"ANTRENAS","48005","48100",
"ARZENC D APCHER","48007","48310",
"ARZENC DE RANDON","48008","48170",
"PEYRE EN AUBRAC","48009","48130","AUMONT AUBRAC"
"PEYRE EN AUBRAC","48009","48130","FAU DE PEYRE"
"PEYRE EN AUBRAC","48009","48130","JAVOLS"
"PEYRE EN AUBRAC","48009","48130","LA CHAZE DE PEYRE"
"PEYRE EN AUBRAC","48009","48130","STE COLOMBE DE PEYRE"
"PEYRE EN AUBRAC","48009","48130","ST SAUVEUR DE PEYRE"
"AUROUX","48010","48600",
"LES MONTS VERTS","48012","48200",
"LES MONTS VERTS","48012","48200","ARCOMIE"
"LES MONTS VERTS","48012","48200","BERC"
"BADAROUX","48013","48000",
"PIED DE BORNE","48015","48800",
"BALSIEGES","48016","48000",
"BANASSAC CANILHAC","48017","48500","BANASSAC"
"BANASSAC CANILHAC","48017","48500","CANILHAC"
"BARJAC","48018","48000",
"BARRE DES CEVENNES","48019","48400",
"BASSURELS","48020","48400",
"LA BASTIDE PUYLAURENT","48021","48250",
"LES BESSONS","48025","48200",
"BLAVIGNAC","48026","48200",
"MONT LOZERE ET GOULET","48027","48170","BELVEZET"
"MONT LOZERE ET GOULET","48027","48190","BAGNOLS LES BAINS"
"MONT LOZERE ET GOULET","48027","48190","LE BLEYMARD"
"MONT LOZERE ET GOULET","48027","48190","MAS D ORCIERES"
"MONT LOZERE ET GOULET","48027","48190","ST JULIEN DU TOURNEL"
"MONT LOZERE ET GOULET","48027","48250","CHASSERADES"
"LES BONDONS","48028","48400",
"LE BORN","48029","48000",
"BRENOUX","48030","48000",
"BRION","48031","48310",
"BRION","48031","48310","LA CHALDETTE"
"LE BUISSON","48032","48100",
"LA CANOURGUE","48034","48500",
"LA CANOURGUE","48034","48500","AUXILLAC"
"LA CANOURGUE","48034","48500","LA CAPELLE"
"LA CANOURGUE","48034","48500","MONTJEZIEU"
"CASSAGNAS","48036","48400",
"CHADENET","48037","48190",
"BEL AIR VAL D ANCE","48038","48600","CHAMBON LE CHATEAU"
"BEL AIR VAL D ANCE","48038","48600","ST SYMPHORIEN"
"CHANAC","48039","48230",
"CHANAC","48039","48230","LE VILLARD"
"CHASTANIER","48041","48300",
"CHASTEL NOUVEL","48042","48000",
"CHATEAUNEUF DE RANDON","48043","48170",
"CHAUCHAILLES","48044","48310",
"CHAUDEYRAC","48045","48170",
"CHAULHAC","48046","48140",
"CHEYLARD L EVEQUE","48048","48300",
"BEDOUES COCURES","48050","48400","BEDOUES"
"BEDOUES COCURES","48050","48400","COCURES"
"LE COLLET DE DEZE","48051","48160",
"CUBIERES","48053","48190",
"CUBIERETTES","48054","48190",
"CULTURES","48055","48230",
"ESCLANEDES","48056","48230",
"LA FAGE MONTIVERNOUX","48058","48310",
"LA FAGE ST JULIEN","48059","48200",
"FLORAC TROIS RIVIERES","48061","48400","FLORAC"
"FLORAC TROIS RIVIERES","48061","48400","LA SALLE PRUNET"
"FONTANS","48063","48700",
"FOURNELS","48064","48310",
"FRAISSINET DE FOURQUES","48065","48400",
"GABRIAC","48067","48110",
"GABRIAS","48068","48100",
"GATUZIERES","48069","48150",
"GRANDRIEU","48070","48600",
"GRANDVALS","48071","48260",
"GREZES","48072","48100",
"LES HERMAUX","48073","48340",
"HURES LA PARADE","48074","48150",
"ISPAGNAC","48075","48320",
"JULIANGES","48077","48140",
"LAJO","48079","48120",
"LANGOGNE","48080","48300",
"LANUEJOLS","48081","48000",
"LAUBERT","48082","48170",
"LES LAUBIES","48083","48700",
"LAVAL DU TARN","48085","48500",
"LUC","48086","48250",
"PRINSUEJOLS MALBOUZON","48087","48100","PRINSUEJOLS"
"PRINSUEJOLS MALBOUZON","48087","48270","MALBOUZON"
"LA MALENE","48088","48210",
"LE MALZIEU FORAIN","48089","48140",
"LE MALZIEU VILLE","48090","48140",
"MARCHASTEL","48091","48260",
"MARVEJOLS","48092","48100",
"MASSEGROS CAUSSES GORGES","48094","48210","LES VIGNES"
"MASSEGROS CAUSSES GORGES","48094","48500","LE MASSEGROS"
"MASSEGROS CAUSSES GORGES","48094","48500","LE RECOUX"
"MASSEGROS CAUSSES GORGES","48094","48500","ST GEORGES DE LEVEJAC"
"MASSEGROS CAUSSES GORGES","48094","48500","ST ROME DE DOLAN"
"MENDE","48095","48000",
"MEYRUEIS","48096","48150",
"MOISSAC VALLEE FRANCAISE","48097","48110",
"MOLEZON","48098","48110",
"BOURGS SUR COLAGNE","48099","48100","CHIRAC"
"BOURGS SUR COLAGNE","48099","48100","LE MONASTIER PIN MORIES"
"BOURGS SUR COLAGNE","48099","48100","PIN MORIES"
"MONTBEL","48100","48170",
"MONTRODAT","48103","48100",
"NASBINALS","48104","48260",
"NAUSSAC FONTANES","48105","48300","FONTANES"
"NAUSSAC FONTANES","48105","48300","NAUSSAC"
"NOALHAC","48106","48310",
"PALHERS","48107","48100",
"LA PANOUSE","48108","48600",
"PAULHAC EN MARGERIDE","48110","48140",
"PELOUSE","48111","48000",
"PIERREFICHE","48112","48300",
"LE POMPIDOU","48115","48110",
"PONT DE MONTVERT SUD MONT LOZERE","48116","48220","FRAISSINET DE LOZERE"
"PONT DE MONTVERT SUD MONT LOZERE","48116","48220","LE PONT DE MONTVERT"
"PONT DE MONTVERT SUD MONT LOZERE","48116","48220","ST MAURICE DE VENTALON"
"POURCHARESSES","48117","48800",
"PREVENCHERES","48119","48800",
"PRUNIERES","48121","48200",
"RECOULES D AUBRAC","48123","48260",
"RECOULES DE FUMAS","48124","48100",
"LACHAMP RIBENNES","48126","48100","LACHAMP"
"LACHAMP RIBENNES","48126","48700","RIBENNES"
"MONTS DE RANDON","48127","48000","SERVIERES"
"MONTS DE RANDON","48127","48700","ESTABLES"
"MONTS DE RANDON","48127","48700","LA VILLEDIEU"
"MONTS DE RANDON","48127","48700","RIEUTORT DE RANDON"
"MONTS DE RANDON","48127","48700","ST AMANS"
"RIMEIZE","48128","48200",
"ROCLES","48129","48300",
"ROUSSES","48130","48400",
"LE ROZIER","48131","48150",
"ST ALBAN SUR LIMAGNOLE","48132","48120",
"ST ANDRE CAPCEZE","48135","48800",
"ST ANDRE DE LANCIZE","48136","48240",
"ST BAUZILE","48137","48000",
"ST BONNET DE CHIRAC","48138","48100",
"ST BONNET LAVAL","48139","48600","CHAPEAUROUX"
"ST BONNET LAVAL","48139","48600","LAVAL ATGER"
"ST BONNET LAVAL","48139","48600","ST BONNET DE MONTAUROUX"
"ST CHELY D APCHER","48140","48200",
"MAS ST CHELY","48141","48210",
"STE CROIX VALLEE FRANCAISE","48144","48110",
"ST DENIS EN MARGERIDE","48145","48700",
"GORGES DU TARN CAUSSES","48146","48210","MONTBRUN"
"GORGES DU TARN CAUSSES","48146","48210","PRADES"
"GORGES DU TARN CAUSSES","48146","48210","STE ENIMIE"
"GORGES DU TARN CAUSSES","48146","48320","BLAJOUX"
"GORGES DU TARN CAUSSES","48146","48320","QUEZAC"
"ST ETIENNE DU VALDONNEZ","48147","48000",
"ST ETIENNE VALLEE FRANCAISE","48148","48330",
"STE EULALIE","48149","48120",
"ST FLOUR DE MERCOIRE","48150","48300",
"ST FREZAL D ALBUGES","48151","48170",
"VENTALON EN CEVENNES","48152","48160","ST ANDEOL DE CLERGUEMORT"
"VENTALON EN CEVENNES","48152","48240","ST FREZAL DE VENTALON"
"ST GAL","48153","48700",
"ST GERMAIN DE CALBERTE","48155","48370",
"ST GERMAIN DU TEIL","48156","48340",
"STE HELENE","48157","48190",
"ST HILAIRE DE LAVIT","48158","48160",
"ST JEAN LA FOUILLOUSE","48160","48170",
"ST JUERY","48161","48310",
"ST JULIEN DES POINTS","48163","48160",
"ST LAURENT DE MURET","48165","48100",
"CANS ET CEVENNES","48166","48400","ST JULIEN D ARPAON"
"CANS ET CEVENNES","48166","48400","ST LAURENT DE TREVES"
"ST LAURENT DE VEYRES","48167","48310",
"ST LEGER DE PEYRE","48168","48100",
"ST LEGER DU MALZIEU","48169","48140",
"ST MARTIN DE BOUBAUX","48170","48160",
"ST MARTIN DE LANSUSCLE","48171","48110",
"ST MICHEL DE DEZE","48173","48160",
"ST PAUL LE FROID","48174","48600",
"ST PIERRE DE NOGARET","48175","48340",
"ST PIERRE DES TRIPIERS","48176","48150",
"ST PIERRE LE VIEUX","48177","48200",
"ST PRIVAT DE VALLONGUE","48178","48240",
"ST PRIVAT DU FAU","48179","48140",
"ST SATURNIN","48181","48500",
"ST SAUVEUR DE GINESTOUX","48182","48170",
"LES SALELLES","48185","48230",
"LES SALCES","48187","48100",
"SERVERETTE","48188","48700",
"TERMES","48190","48310",
"LA TIEULE","48191","48500",
"TRELANS","48192","48340",
"VEBRON","48193","48400",
"VEBRON","48193","48400","LES VANELS"
"VIALAS","48194","48220",
"VILLEFORT","48198","48800",
"VILLEFORT","48198","48800","MAS DE LA BARQUE"
"ALLONNES","49002","49650",
"TUFFALUN","49003","49700","AMBILLOU CHATEAU"
"TUFFALUN","49003","49700","LOUERRE"
"TUFFALUN","49003","49700","NOYANT LA PLAINE"
"ANGERS","49007","49000",
"ANGERS","49007","49100",
"ANGRIE","49008","49440",
"ANTOIGNE","49009","49260",
"ARMAILLE","49010","49420",
"ARTANNES SUR THOUET","49011","49260",
"AUBIGNE SUR LAYON","49012","49540",
"AVRILLE","49015","49240",
"BARACE","49017","49430",
"BAUGE EN ANJOU","49018","49150","BAUGE"
"BAUGE EN ANJOU","49018","49150","BOCE"
"BAUGE EN ANJOU","49018","49150","CHARTRENE"
"BAUGE EN ANJOU","49018","49150","CHEVIRE LE ROUGE"
"BAUGE EN ANJOU","49018","49150","CLEFS"
"BAUGE EN ANJOU","49018","49150","CUON"
"BAUGE EN ANJOU","49018","49150","ECHEMIRE"
"BAUGE EN ANJOU","49018","49150","FOUGERE"
"BAUGE EN ANJOU","49018","49150","LE GUEDENIAU"
"BAUGE EN ANJOU","49018","49150","LE VIEIL BAUGE"
"BAUGE EN ANJOU","49018","49150","MONTPOLLIN"
"BAUGE EN ANJOU","49018","49150","PONTIGNE"
"BAUGE EN ANJOU","49018","49150","ST MARTIN D ARCE"
"BAUGE EN ANJOU","49018","49150","ST QUENTIN LES BEAUREPAIRE"
"BAUGE EN ANJOU","49018","49150","VAULANDRY"
"BEAUCOUZE","49020","49070",
"BEAUFORT EN ANJOU","49021","49250","BEAUFORT EN VALLEE"
"BEAUFORT EN ANJOU","49021","49250","GEE"
"BEAULIEU SUR LAYON","49022","49750",
"BEAUPREAU EN MAUGES","49023","49110","LE PIN EN MAUGES"
"BEAUPREAU EN MAUGES","49023","49450","VILLEDIEU LA BLOUERE"
"BEAUPREAU EN MAUGES","49023","49510","JALLAIS"
"BEAUPREAU EN MAUGES","49023","49510","LA JUBAUDIERE"
"BEAUPREAU EN MAUGES","49023","49510","LA POITEVINIERE"
"BEAUPREAU EN MAUGES","49023","49600","ANDREZE"
"BEAUPREAU EN MAUGES","49023","49600","BEAUPREAU"
"BEAUPREAU EN MAUGES","49023","49600","GESTE"
"BEAUPREAU EN MAUGES","49023","49600","LA CHAPELLE DU GENET"
"BEAUPREAU EN MAUGES","49023","49600","ST PHILBERT EN MAUGES"
"BECON LES GRANITS","49026","49370",
"BEGROLLES EN MAUGES","49027","49122",
"BEHUARD","49028","49170",
"BLAISON ST SULPICE","49029","49320","BLAISON GOHIER"
"BLAISON ST SULPICE","49029","49320","GOHIER"
"BLAISON ST SULPICE","49029","49320","ST SULPICE"
"BLOU","49030","49160",
"BOUCHEMAINE","49035","49080",
"BOUILLE MENARD","49036","49520",
"BOURG L EVEQUE","49038","49520",
"BRAIN SUR ALLONNES","49041","49650",
"LA BREILLE LES PINS","49045","49390",
"BRIOLLAY","49048","49125",
"BRISSAC LOIRE AUBANCE","49050","49250","ST REMY LA VARENNE"
"BRISSAC LOIRE AUBANCE","49050","49320","BRISSAC QUINCE"
"BRISSAC LOIRE AUBANCE","49050","49320","CHARCE ST ELLIER SUR AUBANCE"
"BRISSAC LOIRE AUBANCE","49050","49320","CHEMELLIER"
"BRISSAC LOIRE AUBANCE","49050","49320","COUTURES"
"BRISSAC LOIRE AUBANCE","49050","49320","LES ALLEUDS"
"BRISSAC LOIRE AUBANCE","49050","49320","LUIGNE"
"BRISSAC LOIRE AUBANCE","49050","49320","SAULGE L HOPITAL"
"BRISSAC LOIRE AUBANCE","49050","49320","ST ELLIER"
"BRISSAC LOIRE AUBANCE","49050","49320","ST SATURNIN SUR LOIRE"
"BRISSAC LOIRE AUBANCE","49050","49320","VAUCHRETIEN"
"BROSSAY","49053","49700",
"CANDE","49054","49440",
"CANTENAY EPINARD","49055","49460",
"CARBAY","49056","49420",
"CERNUSSON","49057","49310",
"LES CERQUEUX","49058","49360",
"BELLEVIGNE LES CHATEAUX","49060","49260","BREZE"
"BELLEVIGNE LES CHATEAUX","49060","49260","ST CYR EN BOURG"
"BELLEVIGNE LES CHATEAUX","49060","49400","CHACE"
"CHALLAIN LA POTHERIE","49061","49440",
"CHALONNES SUR LOIRE","49063","49290",
"CHAMBELLAY","49064","49220",
"CHENILLE CHAMPTEUSSE","49067","49220","CHAMPTEUSSE SUR BACONNE"
"CHENILLE CHAMPTEUSSE","49067","49220","CHENILLE CHANGE"
"CHAMPTOCE SUR LOIRE","49068","49123",
"CHANTELOUP LES BOIS","49070","49340",
"LA CHAPELLE ST LAUD","49076","49140",
